id  ,State                ,County               ,Year   ,Days with AQI ,Good Days ,Moderate Days ,Unhealthy for Sensitive Groups Days ,Unhealthy Days ,Very Unhealthy Days ,Hazardous Days ,Max AQI
559 ,Virginia             ,Chesterfield         ,2020.0 ,20.0          ,20.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
560 ,Virginia             ,Fairfax              ,2020.0 ,83.0          ,81.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,56.0
561 ,Virginia             ,Frederick            ,2020.0 ,20.0          ,18.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,58.0
562 ,Virginia             ,Giles                ,2020.0 ,29.0          ,29.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
563 ,Virginia             ,Hampton City         ,2020.0 ,18.0          ,18.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,25.0
564 ,Virginia             ,Henrico              ,2020.0 ,91.0          ,88.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,53.0
565 ,Virginia             ,Hopewell City        ,2020.0 ,13.0          ,13.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,6.0
566 ,Virginia             ,Loudoun              ,2020.0 ,18.0          ,18.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
567 ,Virginia             ,Lynchburg City       ,2020.0 ,20.0          ,19.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
568 ,Virginia             ,Madison              ,2020.0 ,59.0          ,59.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
569 ,Virginia             ,Norfolk City         ,2020.0 ,22.0          ,22.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,37.0
570 ,Virginia             ,Prince Edward        ,2020.0 ,28.0          ,28.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
571 ,Virginia             ,Richmond City        ,2020.0 ,19.0          ,19.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
572 ,Virginia             ,Roanoke              ,2020.0 ,91.0          ,84.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
573 ,Virginia             ,Rockingham           ,2020.0 ,20.0          ,18.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,55.0
574 ,Virginia             ,Salem City           ,2020.0 ,16.0          ,16.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,50.0
575 ,Virginia             ,Stafford             ,2020.0 ,11.0          ,11.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,13.0
576 ,Virginia             ,Virginia Beach City  ,2020.0 ,20.0          ,20.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,31.0
577 ,Virginia             ,Winchester City      ,2020.0 ,13.0          ,13.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,14.0
578 ,Washington           ,Adams                ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,27.0
579 ,Washington           ,Asotin               ,2020.0 ,31.0          ,23.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,97.0
580 ,Washington           ,Benton               ,2020.0 ,31.0          ,30.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,53.0
581 ,Washington           ,Chelan               ,2020.0 ,31.0          ,27.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,55.0
582 ,Washington           ,Clallam              ,2020.0 ,31.0          ,28.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,59.0
583 ,Washington           ,Clark                ,2020.0 ,31.0          ,30.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
584 ,Washington           ,Columbia             ,2020.0 ,30.0          ,30.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,50.0
585 ,Washington           ,Cowlitz              ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,35.0
586 ,Washington           ,Franklin             ,2020.0 ,31.0          ,30.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
587 ,Washington           ,Garfield             ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,24.0
588 ,Washington           ,Grant                ,2020.0 ,31.0          ,30.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,53.0
589 ,Washington           ,Grays Harbor         ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,40.0
590 ,Washington           ,Jefferson            ,2020.0 ,28.0          ,28.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,22.0
591 ,Washington           ,King                 ,2020.0 ,32.0          ,31.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
592 ,Washington           ,Kitsap               ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,21.0
593 ,Washington           ,Kittitas             ,2020.0 ,29.0          ,21.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
594 ,Washington           ,Klickitat            ,2020.0 ,31.0          ,29.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,59.0
595 ,Washington           ,Lewis                ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,33.0
596 ,Washington           ,Mason                ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,40.0
597 ,Washington           ,Okanogan             ,2020.0 ,31.0          ,5.0       ,26.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,69.0
598 ,Washington           ,Pierce               ,2020.0 ,31.0          ,29.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,59.0
599 ,Washington           ,Skagit               ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,18.0
600 ,Washington           ,Snohomish            ,2020.0 ,31.0          ,28.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,68.0
601 ,Washington           ,Spokane              ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,39.0
602 ,Washington           ,Stevens              ,2020.0 ,31.0          ,14.0      ,17.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,62.0
603 ,Washington           ,Thurston             ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,39.0
604 ,Washington           ,Walla Walla          ,2020.0 ,31.0          ,28.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,55.0
605 ,Washington           ,Whatcom              ,2020.0 ,31.0          ,22.0      ,7.0           ,2.0                                 ,0.0            ,0.0                 ,0.0            ,114.0
606 ,Washington           ,Whitman              ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,24.0
607 ,Washington           ,Yakima               ,2020.0 ,31.0          ,18.0      ,13.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,90.0
608 ,West Virginia        ,Berkeley             ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
609 ,West Virginia        ,Brooke               ,2020.0 ,59.0          ,59.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,4.0
610 ,West Virginia        ,Cabell               ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
611 ,West Virginia        ,Gilmer               ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,40.0
612 ,West Virginia        ,Greenbrier           ,2020.0 ,20.0          ,20.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
613 ,West Virginia        ,Kanawha              ,2020.0 ,92.0          ,91.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,52.0
614 ,West Virginia        ,Mason                ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,34.0
615 ,West Virginia        ,Mineral              ,2020.0 ,68.0          ,68.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,3.0
616 ,West Virginia        ,Monongalia           ,2020.0 ,89.0          ,89.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
617 ,West Virginia        ,Tucker               ,2020.0 ,54.0          ,54.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,41.0
618 ,West Virginia        ,Wood                 ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
619 ,Wisconsin            ,Taylor               ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
620 ,Wyoming              ,Albany               ,2020.0 ,59.0          ,56.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
621 ,Wyoming              ,Campbell             ,2020.0 ,91.0          ,84.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,69.0
622 ,Wyoming              ,Converse             ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,34.0
623 ,Wyoming              ,Lincoln              ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,29.0
624 ,Wyoming              ,Sublette             ,2020.0 ,59.0          ,58.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
625 ,Wyoming              ,Sweetwater           ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
626 ,Wyoming              ,Teton                ,2020.0 ,60.0          ,59.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
627 ,Wyoming              ,Uinta                ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,11.0
