id,State,Year,National Rank,Female Senate Democrats,Female Senate Republicans,Female Senate Independents,Female Senate Other,Female Senate Total,Total Senate Members,Female House Democrats,Female House Republicans,Female House Independents,Female House Other,Female House Total,Total House Members,Total Females in Legislature,Total Legislature Members,Percentage of Females in Legislature
542,Tennessee,2009.0,39.0,4.0,4.0,0.0,0.0,8.0,33.0,11.0,5.0,0.0,0.0,16.0,99.0,24.0,132.0,18.2
543,Texas,2009.0,25.0,3.0,3.0,0.0,0.0,6.0,31.0,24.0,13.0,0.0,0.0,37.0,150.0,43.0,181.0,23.8
544,Utah,2009.0,29.0,4.0,1.0,0.0,0.0,5.0,29.0,11.0,7.0,0.0,0.0,18.0,75.0,23.0,104.0,22.1
545,Vermont,2009.0,2.0,9.0,1.0,0.0,0.0,10.0,30.0,42.0,11.0,0.0,0.0,57.0,150.0,67.0,180.0,37.2
546,Virginia,2009.0,40.0,7.0,1.0,0.0,0.0,8.0,40.0,12.0,4.0,0.0,0.0,16.0,100.0,24.0,140.0,17.1
547,Washington,2009.0,6.0,13.0,6.0,0.0,0.0,19.0,49.0,22.0,7.0,0.0,0.0,29.0,98.0,48.0,147.0,32.7
548,West Virginia,2009.0,42.0,0.0,2.0,0.0,0.0,2.0,34.0,15.0,5.0,0.0,0.0,20.0,100.0,22.0,134.0,16.4
549,Wisconsin,2009.0,31.0,4.0,3.0,0.0,0.0,7.0,33.0,16.0,6.0,0.0,0.0,22.0,99.0,29.0,132.0,22.0
550,Wyoming,2009.0,41.0,2.0,0.0,0.0,0.0,2.0,30.0,6.0,7.0,0.0,0.0,13.0,60.0,15.0,90.0,16.7
551,Alabama,2008.0,48.0,3.0,1.0,0.0,0.0,4.0,35.0,11.0,3.0,0.0,0.0,14.0,105.0,18.0,140.0,12.9
552,Alaska,2008.0,28.0,1.0,0.0,2.0,0.0,3.0,20.0,6.0,4.0,0.0,0.0,10.0,40.0,13.0,60.0,21.7
553,Arizona,2008.0,6.0,8.0,6.0,0.0,0.0,14.0,30.0,9.0,8.0,0.0,0.0,17.0,60.0,31.0,90.0,34.4
554,Arkansas,2008.0,29.0,4.0,2.0,0.0,0.0,6.0,35.0,18.0,4.0,0.0,0.0,22.0,100.0,28.0,135.0,20.7
555,California,2008.0,17.0,10.0,0.0,0.0,0.0,10.0,40.0,17.0,6.0,0.0,0.0,23.0,80.0,33.0,120.0,27.5
556,Colorado,2008.0,2.0,9.0,1.0,0.0,0.0,10.0,35.0,21.0,5.0,0.0,0.0,26.0,65.0,36.0,100.0,36.0
557,Connecticut,2008.0,16.0,7.0,1.0,0.0,0.0,8.0,36.0,31.0,14.0,0.0,0.0,45.0,151.0,53.0,187.0,28.3
558,Deleware,2008.0,11.0,4.0,3.0,0.0,0.0,7.0,21.0,7.0,5.0,0.0,0.0,12.0,41.0,19.0,62.0,30.6
559,Florida,2008.0,25.0,6.0,4.0,0.0,0.0,10.0,40.0,16.0,11.0,0.0,0.0,27.0,120.0,37.0,160.0,23.1
560,Georgia,2008.0,31.0,6.0,2.0,0.0,0.0,8.0,56.0,29.0,10.0,0.0,0.0,39.0,180.0,47.0,236.0,19.9
561,Hawaii,2008.0,7.0,7.0,0.0,0.0,0.0,7.0,25.0,11.0,7.0,0.0,0.0,18.0,51.0,25.0,76.0,32.9
562,Idaho,2008.0,22.0,2.0,4.0,0.0,0.0,6.0,35.0,12.0,7.0,0.0,0.0,19.0,70.0,25.0,105.0,23.8
563,Illinois,2008.0,18.0,10.0,3.0,0.0,0.0,13.0,59.0,23.0,12.0,0.0,0.0,35.0,118.0,48.0,177.0,27.1
564,Indiana,2008.0,36.0,6.0,6.0,0.0,0.0,12.0,50.0,10.0,6.0,0.0,0.0,16.0,100.0,28.0,150.0,18.7
565,Iowa,2008.0,26.0,3.0,3.0,0.0,0.0,6.0,50.0,19.0,9.0,0.0,0.0,28.0,100.0,34.0,150.0,22.7
566,Kansas,2008.0,15.0,4.0,9.0,0.0,0.0,13.0,40.0,19.0,16.0,0.0,0.0,35.0,125.0,48.0,165.0,29.1
567,Kentucky,2008.0,47.0,1.0,4.0,0.0,0.0,5.0,38.0,10.0,3.0,0.0,0.0,13.0,100.0,18.0,138.0,13.0
568,Louisiana,2008.0,43.0,6.0,2.0,0.0,0.0,8.0,39.0,10.0,4.0,0.0,0.0,14.0,105.0,22.0,144.0,15.3
569,Maine,2008.0,10.0,7.0,5.0,0.0,0.0,12.0,35.0,35.0,11.0,0.0,0.0,46.0,151.0,58.0,186.0,31.2
570,Maryland,2008.0,9.0,9.0,2.0,0.0,0.0,11.0,47.0,38.0,10.0,0.0,0.0,48.0,141.0,59.0,188.0,31.4
571,Massachusetts,2008.0,20.0,12.0,0.0,0.0,0.0,12.0,40.0,34.0,4.0,0.0,0.0,38.0,160.0,50.0,200.0,25.0
572,Michigan,2008.0,32.0,6.0,3.0,0.0,0.0,9.0,38.0,16.0,4.0,0.0,0.0,20.0,110.0,29.0,148.0,19.6
573,Minnesota,2008.0,5.0,19.0,8.0,0.0,0.0,27.0,67.0,35.0,8.0,0.0,0.0,43.0,134.0,70.0,201.0,34.8
574,Mississippi,2008.0,45.0,3.0,1.0,0.0,0.0,4.0,52.0,17.0,4.0,0.0,0.0,21.0,122.0,25.0,174.0,14.4
575,Missouri,2008.0,30.0,5.0,2.0,0.0,0.0,7.0,34.0,23.0,10.0,0.0,0.0,33.0,163.0,40.0,197.0,20.3
576,Montana,2008.0,21.0,8.0,1.0,0.0,0.0,9.0,50.0,20.0,8.0,0.0,0.0,28.0,100.0,37.0,150.0,24.7
577,Nebraska*,2008.0,37.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,18.4
578,Nevada,2008.0,13.0,5.0,1.0,0.0,0.0,6.0,21.0,10.0,3.0,0.0,0.0,13.0,42.0,19.0,63.0,30.2
579,New Hampshire,2008.0,3.0,9.0,1.0,0.0,0.0,10.0,24.0,99.0,40.0,1.0,0.0,140.0,400.0,150.0,424.0,35.4
580,New Jersey,2008.0,14.0,7.0,2.0,0.0,0.0,9.0,40.0,18.0,8.0,0.0,0.0,26.0,80.0,35.0,120.0,29.2
581,New Mexico,2008.0,12.0,8.0,4.0,0.0,0.0,12.0,42.0,10.0,12.0,0.0,0.0,22.0,70.0,34.0,112.0,30.4
582,New York,2008.0,23.0,8.0,3.0,0.0,0.0,11.0,62.0,34.0,5.0,0.0,0.0,39.0,150.0,50.0,212.0,23.6
583,North Carolina,2008.0,19.0,6.0,1.0,0.0,0.0,7.0,50.0,26.0,12.0,0.0,0.0,38.0,120.0,45.0,170.0,26.5
584,North Dakota,2008.0,41.0,4.0,2.0,0.0,0.0,6.0,47.0,7.0,11.0,0.0,0.0,18.0,94.0,24.0,141.0,17.0
585,Ohio,2008.0,38.0,5.0,1.0,0.0,0.0,6.0,33.0,12.0,6.0,0.0,0.0,18.0,99.0,24.0,132.0,18.2
586,Oklahoma,2008.0,49.0,6.0,1.0,0.0,0.0,7.0,48.0,3.0,9.0,0.0,0.0,12.0,101.0,19.0,149.0,12.8
587,Oregon,2008.0,8.0,8.0,1.0,1.0,0.0,10.0,30.0,11.0,8.0,0.0,0.0,19.0,60.0,29.0,90.0,32.2
588,Pennsylvania,2008.0,44.0,5.0,5.0,0.0,0.0,10.0,50.0,11.0,16.0,0.0,0.0,27.0,203.0,37.0,253.0,14.6
589,Rhode Island,2008.0,33.0,6.0,1.0,0.0,0.0,7.0,38.0,13.0,2.0,0.0,0.0,15.0,75.0,22.0,113.0,19.5
590,South Carolina,2008.0,50.0,1.0,1.0,0.0,0.0,2.0,46.0,8.0,5.0,0.0,0.0,13.0,124.0,15.0,170.0,8.8
591,South Dakota,2008.0,40.0,4.0,1.0,0.0,0.0,5.0,35.0,3.0,10.0,0.0,0.0,13.0,70.0,18.0,105.0,17.1
592,Tennessee,2008.0,39.0,5.0,3.0,0.0,0.0,8.0,33.0,10.0,5.0,0.0,0.0,15.0,99.0,23.0,132.0,17.4
593,Texas,2008.0,35.0,2.0,2.0,0.0,0.0,4.0,31.0,18.0,12.0,0.0,0.0,30.0,150.0,34.0,181.0,18.8
594,Utah,2008.0,34.0,2.0,2.0,0.0,0.0,4.0,29.0,9.0,7.0,0.0,0.0,16.0,75.0,20.0,104.0,19.2
595,Vermont,2008.0,1.0,9.0,1.0,0.0,0.0,10.0,30.0,41.0,15.0,0.0,0.0,59.0,150.0,69.0,180.0,38.3
596,Virginia,2008.0,42.0,7.0,1.0,0.0,0.0,8.0,40.0,10.0,5.0,0.0,0.0,15.0,100.0,23.0,140.0,16.4
597,Washington,2008.0,3.0,15.0,5.0,0.0,0.0,20.0,49.0,23.0,9.0,0.0,0.0,32.0,98.0,52.0,147.0,35.4
598,West Virginia,2008.0,46.0,0.0,2.0,0.0,0.0,2.0,34.0,12.0,5.0,0.0,0.0,17.0,100.0,19.0,134.0,14.2
599,Wisconsin,2008.0,27.0,4.0,3.0,0.0,0.0,7.0,33.0,13.0,9.0,0.0,0.0,22.0,99.0,29.0,132.0,22.0
600,Wyoming,2008.0,24.0,3.0,1.0,0.0,0.0,4.0,30.0,8.0,9.0,0.0,0.0,17.0,60.0,21.0,90.0,23.3
601,Wyoming,2007.0,23.0,3.0,1.0,0.0,0.0,4.0,30.0,8.0,9.0,0.0,0.0,17.0,60.0,21.0,90.0,23.3
602,Wisconsin,2007.0,25.0,4.0,4.0,0.0,0.0,8.0,33.0,13.0,9.0,0.0,0.0,22.0,99.0,30.0,132.0,22.7
603,West Virginia,2007.0,45.0,0.0,2.0,0.0,0.0,2.0,34.0,12.0,5.0,0.0,0.0,17.0,100.0,19.0,134.0,14.2
604,Washington,2007.0,4.0,15.0,5.0,0.0,0.0,20.0,49.0,22.0,8.0,0.0,0.0,30.0,98.0,50.0,147.0,34.0
605,Virginia,2007.0,40.0,7.0,1.0,0.0,0.0,8.0,40.0,9.0,6.0,1.0,0.0,16.0,100.0,24.0,140.0,17.1
606,Vermont,2007.0,1.0,9.0,1.0,0.0,0.0,10.0,30.0,41.0,14.0,0.0,0.0,58.0,150.0,68.0,180.0,37.8
607,Utah,2007.0,39.0,1.0,2.0,0.0,0.0,3.0,29.0,8.0,7.0,0.0,0.0,15.0,75.0,18.0,104.0,17.3
608,Texas,2007.0,33.0,2.0,2.0,0.0,0.0,4.0,31.0,18.0,13.0,0.0,0.0,31.0,150.0,35.0,181.0,19.3
609,Tennessee,2007.0,42.0,5.0,3.0,0.0,0.0,8.0,33.0,9.0,5.0,0.0,0.0,14.0,99.0,22.0,132.0,16.7
610,South Dakota,2007.0,40.0,4.0,1.0,0.0,0.0,5.0,35.0,3.0,10.0,0.0,0.0,13.0,70.0,18.0,105.0,17.1
611,South Carolina,2007.0,50.0,1.0,1.0,0.0,0.0,2.0,46.0,8.0,5.0,0.0,0.0,13.0,124.0,15.0,170.0,8.8
612,Rhode Island,2007.0,31.0,6.0,1.0,0.0,0.0,7.0,38.0,13.0,2.0,0.0,0.0,15.0,75.0,22.0,113.0,19.5
613,Pennsylvania,2007.0,44.0,5.0,5.0,0.0,0.0,10.0,50.0,11.0,16.0,0.0,0.0,27.0,203.0,37.0,253.0,14.6
614,Oregon,2007.0,10.0,8.0,1.0,0.0,0.0,9.0,30.0,12.0,7.0,0.0,0.0,19.0,60.0,28.0,90.0,31.1
615,Oklahoma,2007.0,48.0,6.0,1.0,0.0,0.0,7.0,48.0,3.0,9.0,0.0,0.0,12.0,101.0,19.0,149.0,12.8
616,Ohio,2007.0,43.0,4.0,1.0,0.0,0.0,5.0,33.0,11.0,5.0,0.0,0.0,16.0,99.0,21.0,132.0,15.9
617,North Dakota,2007.0,37.0,4.0,2.0,0.0,0.0,6.0,47.0,7.0,12.0,0.0,0.0,19.0,94.0,25.0,141.0,17.7
618,North Carolina,2007.0,18.0,6.0,1.0,0.0,0.0,7.0,50.0,25.0,12.0,0.0,0.0,37.0,120.0,44.0,170.0,25.9
619,New York,2007.0,21.0,8.0,3.0,0.0,0.0,11.0,62.0,35.0,5.0,0.0,0.0,40.0,150.0,51.0,212.0,24.1
620,New Mexico,2007.0,12.0,8.0,4.0,0.0,0.0,12.0,42.0,10.0,12.0,0.0,0.0,22.0,70.0,34.0,112.0,30.4
621,New Jersey,2007.0,27.0,6.0,2.0,0.0,0.0,8.0,40.0,13.0,5.0,0.0,0.0,18.0,80.0,26.0,120.0,21.7
622,New Hampshire,2007.0,2.0,9.0,1.0,0.0,0.0,10.0,24.0,100.0,40.0,1.0,0.0,141.0,400.0,151.0,424.0,35.6
623,Nevada,2007.0,13.0,5.0,1.0,0.0,0.0,6.0,21.0,10.0,3.0,0.0,0.0,13.0,42.0,19.0,63.0,30.2
624,Nebraska*,2007.0,36.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,18.4
625,Montana,2007.0,19.0,8.0,1.0,0.0,0.0,9.0,50.0,20.0,8.0,0.0,0.0,28.0,100.0,37.0,150.0,24.7
626,Missouri,2007.0,33.0,5.0,2.0,0.0,0.0,7.0,34.0,22.0,9.0,0.0,0.0,31.0,163.0,38.0,197.0,19.3
627,Mississippi,2007.0,46.0,4.0,1.0,0.0,0.0,5.0,52.0,15.0,4.0,0.0,0.0,19.0,122.0,24.0,174.0,13.8
628,Minnesota,2007.0,3.0,18.0,9.0,0.0,0.0,27.0,67.0,35.0,8.0,0.0,0.0,43.0,134.0,70.0,201.0,34.8
629,Michigan,2007.0,30.0,6.0,3.0,0.0,0.0,9.0,38.0,16.0,4.0,0.0,0.0,20.0,110.0,29.0,148.0,19.6
630,Massachusetts,2007.0,20.0,12.0,0.0,0.0,0.0,12.0,40.0,33.0,4.0,0.0,0.0,37.0,160.0,49.0,200.0,24.5
631,Maryland,2007.0,8.0,10.0,2.0,0.0,0.0,12.0,47.0,38.0,10.0,0.0,0.0,48.0,141.0,60.0,188.0,31.9
632,Maine,2007.0,9.0,7.0,5.0,0.0,0.0,12.0,35.0,35.0,11.0,0.0,0.0,46.0,151.0,58.0,186.0,31.2
633,Louisiana,2007.0,38.0,5.0,2.0,0.0,0.0,7.0,39.0,13.0,5.0,0.0,0.0,18.0,105.0,25.0,144.0,17.4
634,Kentucky,2007.0,49.0,1.0,4.0,0.0,0.0,5.0,38.0,9.0,2.0,0.0,0.0,11.0,100.0,16.0,138.0,11.6
635,Kansas,2007.0,14.0,4.0,9.0,0.0,0.0,13.0,40.0,19.0,16.0,0.0,0.0,35.0,125.0,48.0,165.0,29.1
636,Iowa,2007.0,25.0,3.0,3.0,0.0,0.0,6.0,50.0,19.0,9.0,0.0,0.0,28.0,100.0,34.0,150.0,22.7
637,Indiana,2007.0,33.0,6.0,6.0,0.0,0.0,12.0,50.0,11.0,6.0,0.0,0.0,17.0,100.0,29.0,150.0,19.3
638,Illinois,2007.0,17.0,10.0,3.0,0.0,0.0,13.0,59.0,23.0,12.0,0.0,0.0,35.0,118.0,48.0,177.0,27.1
639,Idaho,2007.0,22.0,2.0,4.0,0.0,0.0,6.0,35.0,12.0,7.0,0.0,0.0,19.0,70.0,25.0,105.0,23.8
640,Hawaii,2007.0,7.0,7.0,0.0,0.0,0.0,7.0,25.0,11.0,7.0,0.0,0.0,18.0,51.0,25.0,76.0,32.9
641,Georgia,2007.0,31.0,6.0,2.0,0.0,0.0,8.0,56.0,28.0,10.0,0.0,0.0,38.0,180.0,46.0,236.0,19.5
642,Florida,2007.0,24.0,6.0,4.0,0.0,0.0,10.0,40.0,16.0,11.0,0.0,0.0,27.0,120.0,37.0,160.0,23.1
643,Deleware,2007.0,11.0,4.0,3.0,0.0,0.0,7.0,21.0,7.0,5.0,0.0,0.0,12.0,41.0,19.0,62.0,30.6
644,Connecticut,2007.0,15.0,7.0,1.0,0.0,0.0,8.0,36.0,31.0,14.0,0.0,0.0,45.0,151.0,53.0,187.0,28.3
645,Colorado,2007.0,4.0,9.0,1.0,0.0,0.0,10.0,35.0,19.0,5.0,0.0,0.0,24.0,65.0,34.0,100.0,34.0
646,California,2007.0,16.0,10.0,0.0,0.0,0.0,10.0,40.0,17.0,6.0,0.0,0.0,23.0,80.0,33.0,120.0,27.5
647,Arkansas,2007.0,29.0,4.0,2.0,0.0,0.0,6.0,35.0,18.0,4.0,0.0,0.0,22.0,100.0,28.0,135.0,20.7
648,Arizona,2007.0,6.0,8.0,5.0,0.0,0.0,13.0,30.0,9.0,8.0,0.0,0.0,17.0,60.0,30.0,90.0,33.3
649,Alaska,2007.0,27.0,1.0,0.0,2.0,0.0,3.0,20.0,6.0,4.0,0.0,0.0,10.0,40.0,13.0,60.0,21.7
650,Alabama,2006.0,49.0,2.0,1.0,0.0,0.0,3.0,35.0,11.0,2.0,0.0,0.0,13.0,105.0,16.0,140.0,11.4
651,Alaska,2006.0,34.0,2.0,0.0,1.0,0.0,3.0,20.0,4.0,4.0,0.0,0.0,8.0,40.0,11.0,60.0,18.3
652,Arizona,2006.0,3.0,4.0,5.0,0.0,0.0,9.0,30.0,10.0,11.0,0.0,0.0,21.0,60.0,30.0,90.0,33.3
653,Arkansas,2006.0,39.0,4.0,2.0,0.0,0.0,6.0,35.0,13.0,4.0,0.0,0.0,17.0,100.0,23.0,135.0,17.0
654,California,2006.0,12.0,12.0,0.0,0.0,0.0,12.0,40.0,19.0,6.0,0.0,0.0,25.0,80.0,37.0,120.0,30.8
655,Colorado,2006.0,8.0,9.0,2.0,0.0,0.0,11.0,35.0,17.0,4.0,0.0,0.0,21.0,65.0,32.0,100.0,32.0
656,Connecticut,2006.0,14.0,7.0,2.0,0.0,0.0,9.0,36.0,27.0,18.0,0.0,0.0,45.0,151.0,54.0,187.0,28.9
657,Deleware,2006.0,2.0,4.0,3.0,0.0,0.0,7.0,21.0,7.0,7.0,0.0,0.0,14.0,41.0,21.0,62.0,33.9
658,Florida,2006.0,22.0,5.0,4.0,0.0,0.0,9.0,40.0,12.0,18.0,0.0,0.0,30.0,120.0,39.0,160.0,24.4
659,Georgia,2006.0,33.0,5.0,2.0,0.0,0.0,7.0,56.0,28.0,9.0,0.0,0.0,37.0,180.0,44.0,236.0,18.6
660,Hawaii,2006.0,9.0,6.0,0.0,0.0,0.0,6.0,25.0,11.0,7.0,0.0,0.0,18.0,51.0,24.0,76.0,31.6
661,Idaho,2006.0,16.0,1.0,3.0,0.0,0.0,4.0,35.0,9.0,16.0,0.0,0.0,25.0,70.0,29.0,105.0,27.6
662,Illinois,2006.0,17.0,9.0,5.0,0.0,0.0,14.0,59.0,24.0,10.0,0.0,0.0,34.0,118.0,48.0,177.0,27.1
663,Indiana,2006.0,35.0,6.0,6.0,0.0,0.0,12.0,50.0,8.0,7.0,0.0,0.0,15.0,100.0,27.0,150.0,18.0
664,Iowa,2006.0,30.0,1.0,4.0,0.0,0.0,5.0,50.0,17.0,8.0,0.0,0.0,25.0,100.0,30.0,150.0,20.0
665,Kansas,2006.0,7.0,4.0,9.0,0.0,0.0,13.0,40.0,18.0,22.0,0.0,0.0,40.0,125.0,53.0,165.0,32.1
666,Kentucky,2006.0,48.0,1.0,4.0,0.0,0.0,5.0,38.0,8.0,3.0,0.0,0.0,11.0,100.0,16.0,138.0,11.6
667,Louisiana,2006.0,36.0,5.0,2.0,0.0,0.0,7.0,39.0,13.0,5.0,0.0,0.0,18.0,105.0,25.0,144.0,17.4
668,Maine,2006.0,23.0,6.0,5.0,0.0,0.0,11.0,35.0,24.0,8.0,0.0,0.0,32.0,151.0,43.0,186.0,23.1
669,Maryland,2006.0,1.0,12.0,3.0,0.0,0.0,15.0,47.0,40.0,12.0,0.0,0.0,52.0,141.0,67.0,188.0,35.6
670,Massachusetts,2006.0,19.0,11.0,0.0,0.0,0.0,11.0,40.0,34.0,6.0,0.0,0.0,40.0,160.0,51.0,200.0,25.5
671,Michigan,2006.0,29.0,6.0,6.0,0.0,0.0,12.0,38.0,12.0,6.0,0.0,0.0,18.0,110.0,30.0,148.0,20.3
672,Minnesota,2006.0,10.0,13.0,12.0,1.0,0.0,26.0,67.0,26.0,11.0,0.0,0.0,37.0,134.0,63.0,201.0,31.3
673,Mississippi,2006.0,46.0,4.0,0.0,0.0,0.0,4.0,52.0,15.0,5.0,0.0,0.0,20.0,122.0,24.0,174.0,13.8
674,Missouri,2006.0,26.0,4.0,2.0,0.0,0.0,6.0,34.0,26.0,10.0,0.0,0.0,36.0,163.0,42.0,197.0,21.3
675,Montana,2006.0,20.0,6.0,1.0,0.0,0.0,7.0,50.0,22.0,8.0,0.0,0.0,30.0,100.0,37.0,150.0,24.7
676,Nebraska*,2006.0,21.0,0.0,0.0,0.0,0.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,49.0,24.5
677,Nevada,2006.0,3.0,4.0,2.0,0.0,0.0,6.0,21.0,11.0,4.0,0.0,0.0,15.0,42.0,21.0,63.0,33.3
678,New Hampshire,2006.0,13.0,4.0,1.0,0.0,0.0,5.0,24.0,70.0,54.0,0.0,0.0,124.0,400.0,129.0,424.0,30.4
679,New Jersey,2006.0,31.0,5.0,2.0,0.0,0.0,7.0,40.0,11.0,5.0,0.0,0.0,16.0,80.0,23.0,120.0,19.2
680,New Mexico,2006.0,10.0,7.0,4.0,0.0,0.0,11.0,42.0,12.0,12.0,0.0,0.0,24.0,70.0,35.0,112.0,31.3
681,New York,2006.0,25.0,7.0,3.0,0.0,0.0,10.0,62.0,33.0,5.0,0.0,0.0,38.0,150.0,48.0,212.0,22.6
682,North Carolina,2006.0,24.0,7.0,0.0,0.0,0.0,7.0,50.0,22.0,10.0,0.0,0.0,32.0,120.0,39.0,170.0,22.9
683,North Dakota,2006.0,41.0,3.0,2.0,0.0,0.0,5.0,47.0,7.0,11.0,0.0,0.0,18.0,94.0,23.0,141.0,16.3
684,Ohio,2006.0,32.0,3.0,2.0,0.0,0.0,5.0,33.0,13.0,7.0,0.0,0.0,20.0,99.0,25.0,132.0,18.9
685,Oklahoma,2006.0,45.0,7.0,1.0,0.0,0.0,8.0,48.0,5.0,9.0,0.0,0.0,14.0,101.0,22.0,149.0,14.8
686,Oregon,2006.0,15.0,8.0,1.0,0.0,0.0,9.0,30.0,8.0,8.0,0.0,0.0,16.0,60.0,25.0,90.0,27.8
687,Pennsylvania,2006.0,47.0,5.0,4.0,0.0,0.0,9.0,50.0,9.0,16.0,0.0,0.0,25.0,203.0,34.0,253.0,13.4
688,Rhode Island,2006.0,40.0,7.0,1.0,0.0,0.0,8.0,38.0,9.0,2.0,0.0,0.0,11.0,75.0,19.0,113.0,16.8
689,South Carolina,2006.0,50.0,1.0,0.0,0.0,0.0,1.0,46.0,7.0,7.0,0.0,0.0,14.0,124.0,15.0,170.0,8.8
690,South Dakota,2006.0,42.0,2.0,1.0,0.0,0.0,3.0,35.0,4.0,10.0,0.0,0.0,14.0,70.0,17.0,105.0,16.2
691,Tennessee,2006.0,36.0,4.0,3.0,0.0,0.0,7.0,33.0,11.0,5.0,0.0,0.0,16.0,99.0,23.0,132.0,17.4
692,Texas,2006.0,28.0,2.0,2.0,0.0,0.0,4.0,31.0,15.0,18.0,0.0,0.0,33.0,150.0,37.0,181.0,20.4
693,Utah,2006.0,27.0,2.0,2.0,0.0,0.0,4.0,29.0,8.0,10.0,0.0,0.0,18.0,75.0,22.0,104.0,21.2
694,Vermont,2006.0,3.0,8.0,2.0,0.0,0.0,10.0,30.0,34.0,14.0,0.0,0.0,50.0,150.0,60.0,180.0,33.3
695,Virginia,2006.0,38.0,7.0,1.0,0.0,0.0,8.0,40.0,9.0,6.0,1.0,0.0,16.0,100.0,24.0,140.0,17.1
696,Washington,2006.0,3.0,15.0,5.0,0.0,0.0,20.0,49.0,19.0,10.0,0.0,0.0,29.0,98.0,49.0,147.0,33.3
697,West Virginia,2006.0,42.0,0.0,3.0,0.0,0.0,3.0,34.0,12.0,6.0,0.0,0.0,18.0,100.0,21.0,134.0,15.7
698,Wisconsin,2006.0,18.0,3.0,5.0,0.0,0.0,8.0,33.0,12.0,14.0,0.0,0.0,26.0,99.0,34.0,132.0,25.8
699,Alabama,2007.0,47.0,3.0,1.0,0.0,0.0,4.0,35.0,11.0,3.0,0.0,0.0,14.0,105.0,18.0,140.0,12.9
700,Wyoming,2006.0,44.0,3.0,1.0,0.0,0.0,4.0,30.0,4.0,6.0,0.0,0.0,10.0,60.0,14.0,90.0,15.6
701,Alabama,2005.0,49.0,2.0,1.0,0.0,0.0,3.0,35.0,10.0,2.0,0.0,0.0,12.0,105.0,15.0,140.0,10.7
702,Alaska,2005.0,32.0,2.0,0.0,1.0,0.0,3.0,20.0,4.0,4.0,0.0,0.0,8.0,40.0,11.0,60.0,18.3
703,Arizona,2005.0,3.0,4.0,6.0,0.0,0.0,10.0,30.0,10.0,10.0,0.0,0.0,20.0,60.0,30.0,90.0,33.3
704,Arkansas,2005.0,38.0,4.0,2.0,0.0,0.0,6.0,35.0,12.0,4.0,0.0,0.0,16.0,100.0,22.0,135.0,16.3
705,California,2005.0,10.0,12.0,0.0,0.0,0.0,12.0,40.0,19.0,6.0,0.0,0.0,25.0,80.0,37.0,120.0,30.8
706,Colorado,2005.0,7.0,9.0,2.0,0.0,0.0,11.0,35.0,18.0,4.0,0.0,0.0,22.0,65.0,33.0,100.0,33.0
707,Connecticut,2005.0,14.0,7.0,2.0,0.0,0.0,9.0,36.0,28.0,18.0,0.0,0.0,46.0,151.0,55.0,187.0,29.4
708,Deleware,2005.0,2.0,4.0,3.0,0.0,0.0,7.0,21.0,7.0,7.0,0.0,0.0,14.0,41.0,21.0,62.0,33.9
709,Florida,2005.0,22.0,5.0,4.0,0.0,0.0,9.0,40.0,13.0,17.0,0.0,0.0,30.0,120.0,39.0,160.0,24.4
710,Georgia,2005.0,33.0,5.0,2.0,0.0,0.0,7.0,56.0,27.0,9.0,0.0,0.0,36.0,180.0,43.0,236.0,18.2
711,Hawaii,2005.0,12.0,6.0,0.0,0.0,0.0,6.0,25.0,11.0,6.0,0.0,0.0,17.0,51.0,23.0,76.0,30.3
712,Idaho,2005.0,17.0,1.0,3.0,0.0,0.0,4.0,35.0,9.0,16.0,0.0,0.0,25.0,70.0,29.0,105.0,27.6
713,Illinois,2005.0,16.0,9.0,5.0,0.0,0.0,14.0,59.0,24.0,11.0,0.0,0.0,35.0,118.0,49.0,177.0,27.7
714,Indiana,2005.0,36.0,6.0,6.0,0.0,0.0,12.0,50.0,7.0,7.0,0.0,0.0,14.0,100.0,26.0,150.0,17.3
715,Iowa,2005.0,29.0,1.0,4.0,0.0,0.0,5.0,50.0,17.0,8.0,0.0,0.0,25.0,100.0,30.0,150.0,20.0
716,Kansas,2005.0,8.0,4.0,9.0,0.0,0.0,13.0,40.0,18.0,23.0,0.0,0.0,41.0,125.0,54.0,165.0,32.7
717,Kentucky,2005.0,48.0,1.0,5.0,0.0,0.0,6.0,38.0,8.0,3.0,0.0,0.0,11.0,100.0,17.0,138.0,12.3
718,Louisiana,2005.0,34.0,5.0,2.0,0.0,0.0,7.0,39.0,13.0,5.0,0.0,0.0,18.0,105.0,25.0,144.0,17.4
719,Maine,2005.0,23.0,6.0,5.0,0.0,0.0,11.0,35.0,24.0,8.0,0.0,0.0,32.0,151.0,43.0,186.0,23.1
720,Maryland,2005.0,1.0,12.0,3.0,0.0,0.0,15.0,47.0,40.0,12.0,0.0,0.0,52.0,141.0,67.0,188.0,35.6
721,Massachusetts,2005.0,19.0,11.0,0.0,0.0,0.0,11.0,40.0,33.0,6.0,0.0,0.0,39.0,160.0,50.0,200.0,25.0
722,Michigan,2005.0,27.0,5.0,6.0,0.0,0.0,11.0,38.0,13.0,6.0,0.0,0.0,19.0,110.0,30.0,148.0,20.3
